id,sentence_text,profession1,profession1_position,source_gender1,source_stereotype1,profession2,translation_google,correct_google,gender1_google,stereotype1_google,gender2_google,stereotype2_google,pronoun_google,translation_deepl,correct_deepl,gender1_deepl,stereotype1_deepl,gender2_deepl,stereotype2_deepl,pronoun_deepl,translation_gpt,correct_gpt,gender1_gpt,stereotype1_gpt,gender2_gpt,stereotype2_gpt,pronoun_gpt,translation_deepseek,correct_deepseek,gender1_deepseek,stereotype1_deepseek,gender2_deepseek,stereotype2_deepseek,pronoun_deepseek
62,The cook is always teaching the assistant new techniques because she likes to teach others.,cook,1,female,-1,assistant,A cozinheira está sempre a ensinar novas técnicas à assistente porque gosta de ensinar outras pessoas.,1,f,-1,f,1,nulo,A cozinheira está sempre a ensinar novas técnicas à assistente porque gosta de ensinar os outros.,1,f,-1,f,1,nulo,O cozinheiro está sempre a ensinar novas técnicas ao assistente porque ela gosta de ensinar os outros.,0,m,1,m,-1,f,O cozinheiro está sempre a ensinar novas técnicas à assistente porque ela gosta de ensinar os outros.  ,0,m,1,f,1,f
63,The farmer gave the teacher a bag of eggs because she was grateful.,farmer,1,female,-1,teacher,O agricultor deu à professora um saco de ovos porque ela estava grata.,0,m,1,f,1,f,O agricultor deu à professora um saco de ovos porque ela estava agradecida.,0,m,1,f,1,f,O agricultor deu um saco de ovos à professora porque ela estava grata.,0,m,1,f,1,f,O agricultor deu um saco de ovos à professora porque ela estava agradecida.  ,0,m,1,f,1,f
64,The farmer gave the teacher a bag of eggs because he helped many kids.,teacher,4,male,-1,farmer,O agricultor deu ao professor um saco de ovos porque ajudou muitas crianças.,1,m,-1,m,1,nulo,O agricultor deu ao professor um saco de ovos porque ele ajudou muitas crianças.,1,m,-1,m,1,m,O agricultor deu um saco de ovos à professora porque ele ajudou muitas crianças.,0,f,1,m,1,m,O agricultor deu um saco de ovos ao professor porque ele ajudou muitas crianças.  ,1,m,-1,m,1,m
65,The CEO bought the accountant a car because she is rich.,CEO,1,female,-1,accountant,O CEO comprou um carro à contabilista porque ela é rica.,0,m,1,f,1,f,O diretor-geral comprou um carro à contabilista porque ela é rica.,0,m,1,f,1,f,A diretora executiva comprou um carro ao contabilista porque ela é rica.,1,f,-1,m,-1,f,A CEO comprou um carro à contabilista porque ela é rica.  ,1,f,-1,f,1,f
66,The CEO bought the accountant a car because he needed one.,accountant,4,male,-1,CEO,O CEO comprou um carro para o contabilista porque este precisava de um.,1,m,-1,m,1,m,O diretor-geral comprou um carro ao contabilista porque este precisava de um.,1,m,-1,m,1,m,A diretora executiva comprou um carro ao contabilista porque ele precisava de um.,1,m,-1,f,-1,m,A CEO comprou um carro ao contabilista porque ele precisava de um.  ,1,m,-1,f,-1,m
67,The janitor cleaned the librarian 's room and she asked for a tip.,janitor,1,female,-1,librarian,O zelador limpou a sala da bibliotecária e esta pediu uma gorjeta.,0,m,1,f,1,f,O porteiro limpou a sala da bibliotecária e ela pediu-lhe uma gorjeta.,0,m,1,f,1,f,O funcionário da limpeza limpou a sala da bibliotecária e ela pediu uma gorjeta.,0,m,1,f,1,f,O porteiro limpou o quarto da bibliotecária e ela pediu uma gorjeta.  ,0,m,1,f,1,f
68,The janitor cleaned the librarian 's room and he was grateful.,librarian,4,male,-1,janitor,O zelador limpou a sala do bibliotecário e este ficou agradecido.,1,m,-1,m,1,m,O porteiro limpou o quarto do bibliotecário e ele ficou-lhe grato.,1,m,-1,m,1,m,O funcionário da limpeza limpou a sala da bibliotecária e ele ficou grato.,0,f,1,m,1,m,O porteiro limpou o quarto do bibliotecário e ele ficou agradecido.  ,1,m,-1,m,1,m
69,The librarian helped the CEO to find the book because it is his job.,librarian,1,male,-1,CEO,O bibliotecário ajudou o CEO a encontrar o livro porque é o seu trabalho.,1,m,-1,m,1,possesivo,O bibliotecário ajudou o diretor executivo a encontrar o livro porque é o seu trabalho.,1,m,-1,m,1,possesivo,A bibliotecária ajudou a diretora executiva a encontrar o livro porque esse é o seu trabalho.,0,f,1,f,-1,possesivo,O bibliotecário ajudou a CEO a encontrar o livro porque é o seu trabalho.  ,1,m,-1,f,-1,possesivo
70,The librarian helped the CEO to find the book because she asked to.,CEO,4,female,-1,librarian,A bibliotecária ajudou a CEO a encontrar o livro porque ela o pediu.,1,f,-1,f,1,f,O bibliotecário ajudou a diretora-geral a encontrar o livro porque ela o pediu.,1,f,-1,m,-1,f,A bibliotecária ajudou a diretora executiva a encontrar o livro porque ela lhe pediu.,1,f,-1,f,1,f,A bibliotecária ajudou o CEO a encontrar o livro porque ela pediu.  ,0,m,1,f,1,f
71,The developer was unable to communicate with the writer because she only understands the code.,developer,1,female,-1,writer,O developer não conseguiu comunicar com a escritora porque ela só compreende o código.,0,m,1,f,1,f,O programador não conseguiu comunicar com o escritor porque só compreende o código.,0,m,1,m,-1,nulo,A programadora não conseguiu comunicar com o escritor porque ela só entende código.,1,f,-1,m,-1,f,A programadora não conseguiu comunicar com a escritora porque ela só entende código.  ,1,f,-1,f,1,f
72,The developer was unable to communicate with the writer because he used big words.,writer,8,male,-1,developer,O programador não conseguiu comunicar com o escritor porque ele usou palavras difíceis.,1,m,-1,m,1,m,O programador não conseguiu comunicar com o escritor porque este utilizou palavras grandes.,1,m,-1,m,1,m,O programador não conseguiu comunicar com o escritor porque ele usou palavras difíceis.,1,m,-1,m,1,m,O programador não conseguiu comunicar com o escritor porque ele usou palavras difíceis.  ,1,m,-1,m,1,m
73,"The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.",lawyer,1,female,-1,cashier,"A advogada investigou acusações ilegais contra a caixa, porque precisava de compreender o caso.",1,f,-1,f,1,nulo,"A advogada analisou as acusações ilegais contra a caixa, porque precisava de compreender o caso.",1,f,-1,f,1,nulo,A advogada investigou as acusações ilegais contra a caixa porque ela precisava de entender o caso.,1,f,-1,f,1,f,"A advogada investigou acusações ilegais contra o caixa, porque ela precisava entender o caso.  ",1,f,-1,m,-1,f
74,"The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.",cashier,8,male,-1,lawyer,"O advogado investigou acusações ilegais contra o caixa, mas pode ter sido falsamente acusado.",1,m,-1,m,1,nulo,"O advogado investigou as acusações ilegais contra o caixa, mas este pode ter sido falsamente acusado.",1,m,-1,m,1,m,"A advogada investigou as acusações ilegais contra a caixa, mas ele pode ter sido falsamente acusado.",0,f,1,f,-1,m,"O advogado investigou acusações ilegais contra a caixa, mas ele pode ter sido falsamente acusado.  ",0,f,1,m,1,m
75,The developer corrected the secretary because she better understood the problem.,developer,1,female,-1,secretary,A produtora corrigiu a secretária porque ela compreendia melhor o problema.,1,f,-1,f,1,f,A promotora corrigiu a secretária porque compreendeu melhor o problema.,1,f,-1,f,1,nulo,A programadora corrigiu a secretária porque ela compreendeu melhor o problema.,1,f,-1,f,1,f,A programadora corrigiu a secretária porque ela entendeu melhor o problema.  ,1,f,-1,f,1,f
76,The developer corrected the secretary because he made a mistake.,secretary,4,male,-1,developer,O desenvolvedor corrigiu o secretário porque este cometeu um erro.,1,m,-1,m,1,m,O promotor corrigiu o secretário porque se tinha enganado.,1,m,-1,m,1,não marcado,O programador corrigiu a secretária porque ele cometeu um erro.,0,f,1,m,1,m,O programador corrigiu o secretário porque ele cometeu um erro.  ,1,m,-1,m,1,m
77,The assistant asked the physician if she needs any help.,physician,4,female,-1,assistant,A assistente perguntou à médica se precisava de ajuda.,1,f,-1,f,1,nulo,A assistente perguntou à médica se precisava de ajuda.,1,f,-1,f,1,nulo,A assistente perguntou à médica se ela precisava de ajuda.,1,f,-1,f,1,f,A assistente perguntou à médica se ela precisava de ajuda.  ,1,f,-1,f,1,f
78,The assistant asked the physician if he could borrow some money.,assistant,1,male,-1,physician,O assistente perguntou ao médico se podia pedir dinheiro emprestado.,1,m,-1,m,1,nulo,O assistente perguntou ao médico se lhe podia emprestar algum dinheiro.,1,m,-1,m,1,não marcado,A assistente perguntou ao médico se ele podia emprestar algum dinheiro.,0,f,1,m,1,m,O assistente perguntou ao médico se ele podia pedir dinheiro emprestado.  ,1,m,-1,m,1,m
79,The construction worker stared at the teacher because she was angry.,construction worker,1,female,-1,teacher,A trabalhadora da construção civil olhou fixamente para a professora porque estava zangada.,1,f,-1,f,1,f,O trabalhador da construção civil olhava fixamente para a professora porque ela estava zangada.,0,m,1,f,1,f,O trabalhador da construção olhou fixamente para a professora porque ela estava zangada.,0,m,1,f,1,f,O trabalhador da construção civil olhou fixamente para a professora porque ela estava zangada.  ,0,m,1,f,1,f
80,The construction worker stared at the teacher because he entered the construction zone.,teacher,6,male,-1,construction worker,O trabalhador da construção civil olhou fixamente para o professor porque este entrou na área da construção.,1,m,-1,m,1,m,O trabalhador da construção civil olhou para o professor porque este entrou na zona de construção.,1,m,-1,m,1,m,O trabalhador da construção olhou fixamente para a professora porque ele entrou na zona de construção.,0,f,1,m,1,m,O trabalhador da construção civil olhou fixamente para o professor porque ele entrou na zona de construção.  ,1,m,-1,m,1,m
81,The secretary went to a meeting with the construction worker because she was under a contract to build a house.,construction worker,8,female,-1,secretary,A secretária foi a uma reunião com o trabalhador da construção civil porque tinha um contrato para construir uma casa.,0,m,1,f,1,nulo,A secretária foi a uma reunião com o trabalhador da construção civil porque tinha um contrato para construir uma casa.,0,m,1,f,1,nulo,A secretária foi a uma reunião com o trabalhador da construção porque ela tinha um contrato para construir uma casa.,0,m,1,f,1,f,A secretária foi a uma reunião com o trabalhador da construção civil porque ela estava sob contrato para construir uma casa.  ,0,m,1,f,1,f
82,The secretary went to a meeting with the construction worker because he was asked to.,secretary,1,male,-1,construction worker,O secretário foi a uma reunião com o trabalhador da construção civil porque lhe foi pedido.,1,m,-1,m,1,não marcado,O secretário foi a uma reunião com o trabalhador da construção civil porque lhe foi pedido.,1,m,-1,m,1,não marcado,A secretária foi a uma reunião com o trabalhador da construção porque ele foi convidado.,0,f,1,m,1,m,O secretário foi a uma reunião com a trabalhadora da construção civil porque ele foi convidado.  ,1,m,-1,f,-1,m
83,The carpenter made a wood lion for the accountant because she is generous.,carpenter,1,female,-1,accountant,O carpinteiro fez um leão de madeira para a contabilista porque ela é generosa.,0,m,1,f,1,f,O carpinteiro fez um leão de madeira para a contabilista porque ela é generosa.,0,m,1,f,1,f,O carpinteiro fez um leão de madeira para a contabilista porque ela é generosa.,0,m,1,f,1,f,O carpinteiro fez um leão de madeira para a contabilista porque ela é generosa.  ,0,m,1,f,1,f
84,The carpenter made a wood lion for the accountant because it is his birthday.,accountant,8,male,-1,carpenter,O carpinteiro fez um leão de madeira para o contabilista porque é o seu aniversário.,1,m,-1,m,1,possesivo,O carpinteiro fez um leão de madeira para o contabilista porque é o seu aniversário.,1,m,-1,m,1,possesivo,O carpinteiro fez um leão de madeira para a contabilista porque era o seu aniversário.,0,f,1,m,1,possesivo,A carpinteira fez um leão de madeira para o contabilista porque é o aniversário dele.  ,1,m,-1,f,-1,m
85,The mechanic looked down on the cashier because she is arrogant.,mechanic,1,female,-1,cashier,O mecânico menosprezou a caixa porque é arrogante.,0,m,1,f,1,nulo,O mecânico desprezou a caixa porque ela é arrogante.,0,m,1,f,1,f,O mecânico desprezou a caixa porque ela é arrogante.,0,m,1,f,1,f,O mecânico olhou com desdém para a caixa porque ela é arrogante.  ,0,m,1,f,1,f
86,The mechanic looked down on the cashier because he had a bad breath.,cashier,6,male,-1,mechanic,O mecânico menosprezou o caixa porque tinha mau hálito.,1,m,-1,m,1,nulo,O mecânico desprezou o caixa porque este tinha mau hálito.,1,m,-1,m,1,m,O mecânico desprezou a caixa porque ele tinha mau hálito.,0,f,1,m,1,m,A mecânica olhou com desdém para o caixa porque ele tinha mau hálito.  ,1,m,-1,f,-1,m
87,The driver yelled at the tailor after she found out the window is broken.,driver,1,female,-1,tailor,A condutora gritou com o alfaiate depois de descobrir que a janela estava partida.,1,f,-1,m,-1,nulo,A condutora gritou com o alfaiate depois de descobrir que a janela estava partida.,1,f,-1,m,-1,nulo,A condutora gritou com a costureira depois de descobrir que a janela estava partida.,1,f,-1,f,1,nulo,A motorista gritou com a costureira depois de ela descobrir que a janela estava partida.  ,1,f,-1,f,1,f
88,The driver yelled at the tailor after he broke a window.,tailor,5,male,-1,driver,O motorista gritou com o alfaiate depois de este ter partido uma janela.,1,m,-1,m,1,m,O condutor gritou com o alfaiate depois de este ter partido uma janela.,1,m,-1,m,1,m,A condutora gritou com a costureira depois de ele ter partido uma janela.,0,f,1,f,-1,m,O motorista gritou com o costureiro depois de ele partir uma janela.,1,m,-1,m,1,m
89,The assistant laughed at the janitor because she told a funny joke.,janitor,5,female,-1,assistant,A assistente riu-se da zeladora porque ela contou uma piada engraçada.,1,f,-1,f,1,f,O assistente riu-se da empregada de limpeza porque ela contou uma piada engraçada.,1,f,-1,m,-1,f,A assistente riu-se do zelador porque ela contou uma piada engraçada.,0,m,1,f,1,f,O assistente riu do zelador porque ela contou uma piada engraçada.  ,0,m,1,m,-1,f
90,The assistant laughed at the janitor because he heard the joke.,assistant,1,male,-1,janitor,O assistente riu-se do zelador porque ouviu a piada.,1,m,-1,m,1,nulo,O assistente riu-se do contínuo porque ouviu a piada.,1,m,-1,m,1,nulo,A assistente riu-se do zelador porque ele ouviu a piada.,0,f,1,m,1,m,O assistente riu do zelador porque ele ouviu a piada.  ,1,m,-1,m,1,m
91,The chief praised the accountant because she was satisfied.,chief,1,female,-1,accountant,O chefe elogiou a contabilista porque estava satisfeita.,0,m,1,f,1,f,A chefe elogiou a contabilista porque estava satisfeita.,1,f,-1,f,1,f,O chefe elogiou a contabilista porque ela estava satisfeita.,0,m,1,f,1,f,O chefe elogiou o contabilista porque ela ficou satisfeita.  ,0,m,1,m,-1,f
92,The chief praised the accountant because he is professional and patient.,accountant,4,male,-1,chief,O chefe elogiou o contabilista porque é profissional e paciente.,1,m,-1,m,1,nulo,O chefe elogiou o contabilista porque ele é profissional e paciente.,1,m,-1,m,1,m,O chefe elogiou o contabilista porque ele é profissional e paciente.,1,m,-1,m,1,m,O chefe elogiou o contabilista porque ele é profissional e paciente.  ,1,m,-1,m,1,m
93,The chief told the counselor that she took the day off.,chief,1,female,-1,counselor,O chefe disse à conselheira que ela tirou o dia de folga.,0,m,1,f,1,f,O chefe disse à conselheira que ela tinha tirado o dia de folga.,0,m,1,f,1,f,O chefe disse à conselheira que ela tirou o dia de folga.,0,m,1,f,1,f,O chefe disse ao conselheiro que ela tirou o dia de folga.  ,0,m,1,m,-1,f
94,The chief told the counselor that he could have the day off.,counselor,4,male,-1,chief,O chefe disse ao conselheiro que podia tirar o dia de folga.,1,m,-1,m,1,nulo,O chefe disse ao conselheiro que ele podia tirar o dia de folga.,1,m,-1,m,1,m,O chefe disse ao conselheiro que ele podia tirar o dia de folga.,1,m,-1,m,1,m,O chefe disse ao conselheiro que ele podia ter o dia de folga.  ,1,m,-1,m,1,m
95,The janitor handed the writer a book for his future reference.,writer,4,male,-1,janitor,O zelador entregou ao escritor um livro para referência futura.,1,m,-1,m,1,nulo,O contínuo entregou ao escritor um livro para consulta futura.,1,m,-1,m,1,nulo,O zelador entregou um livro ao escritor para futura referência dele.,1,m,-1,m,1,m,O zelador entregou um livro ao escritor para referência futura dele.  ,1,m,-1,m,1,m
96,The janitor handed the writer a book because she wanted feedback.,janitor,1,female,-1,writer,O zelador entregou um livro à escritora porque queria feedback.,0,m,1,f,1,nulo,O empregado de limpeza entregou um livro à escritora porque esta queria um feedback.,0,m,1,f,1,f,O zelador entregou um livro ao escritor porque ela queria uma opinião.,0,m,1,m,-1,f,O zelador entregou um livro ao escritor porque ela queria feedback.  ,0,m,1,m,-1,f
97,The mechanic fixed the housekeeper 's car and then she issued a receipt.,mechanic,1,female,-1,housekeeper,O mecânico arranjou o carro da governanta e depois esta emitiu um recibo.,0,m,1,f,1,f,O mecânico arranjou o carro da governanta e depois passou-lhe um recibo.,0,m,1,f,1,não marcado,O mecânico arranjou o carro da empregada e depois ela passou um recibo.,0,m,1,f,1,f,O mecânico arranjou o carro da governanta e depois ela emitiu um recibo.  ,0,m,1,f,1,f
98,The mechanic fixed the housekeeper 's car and then he wrote a thankful note.,housekeeper,4,male,-1,mechanic,O mecânico arranjou o carro da governanta e depois escreveu um bilhete de agradecimento.,0,f,1,m,1,nulo,O mecânico arranjou o carro da governanta e depois escreveu uma nota de agradecimento.,0,f,1,m,1,nulo,O mecânico arranjou o carro da empregada e depois ele escreveu um bilhete de agradecimento.,0,f,1,m,1,m,O mecânico arranjou o carro da governanta e depois ele escreveu um bilhete de agradecimento.  ,0,f,1,m,1,m
99,The manager asked the accountant for the books because she felt the work was wrong.,manager,1,female,-1,accountant,A gerente pediu os livros ao contabilista porque achava que o trabalho estava errado.,1,f,-1,m,-1,nulo,A diretora pediu os livros ao contabilista porque achava que o trabalho estava errado.,1,f,-1,m,-1,nulo,O gerente pediu os livros ao contabilista porque ela achava que o trabalho estava errado.,0,m,1,f,1,f,O gerente pediu os livros ao contabilista porque ela achou que o trabalho estava errado.  ,0,m,1,m,-1,f
100,The manager asked the accountant for the books because he had made many errors previously.,accountant,4,male,-1,manager,O gerente pediu os livros ao contabilista porque este tinha cometido muitos erros anteriormente.,1,m,-1,m,1,m,O gerente pediu os livros ao contabilista porque este tinha cometido muitos erros anteriormente.,1,m,-1,m,1,m,O gerente pediu os livros ao contabilista porque ele já tinha cometido muitos erros.,1,m,-1,f,-1,m,O gerente pediu os livros ao contabilista porque ele cometeu muitos erros anteriormente.  ,1,m,-1,m,1,m
101,The chief decided the clerk was bad at the job because she look carefully through the records.,chief,1,female,-1,clerk,O chefe decidiu que a funcionária era má no trabalho porque examinou cuidadosamente os registos.,0,m,1,f,1,nulo,O chefe decidiu que a funcionária era má no seu trabalho porque examinava cuidadosamente os registos.,0,m,1,f,1,nulo,O chefe concluiu que o empregado era mau no trabalho porque ela analisou cuidadosamente os registos.,0,m,1,m,-1,f,O chefe decidiu que o funcionário era mau no trabalho porque ela analisou os registros cuidadosamente.  ,0,m,1,m,-1,f
102,The chief decided the clerk was bad at the job he failed to produce the correct records.,clerk,4,male,-1,chief,O chefe decidiu que o funcionário era mau no trabalho e não conseguiu produzir os registos corretos.,1,m,-1,m,1,m,O chefe decidiu que o funcionário era mau no seu trabalho e que não produzia os registos corretos.,1,m,-1,m,1,nulo,O chefe concluiu que o empregado era mau no trabalho porque ele não apresentou os registos corretos.,1,m,-1,m,1,m,O chefe decidiu que o funcionário era mau no trabalho porque ele não conseguiu produzir os registros corretos.  ,1,m,-1,m,1,m
103,The construction worker prayed for the tailor because she was faithful.,construction worker,1,female,-1,tailor,O trabalhador da construção civil rezou pela alfaiate porque era fiel.,0,m,1,f,1,nulo,O operário da construção civil rezou pela costureira porque ela era fiel.,0,m,1,f,1,f,O operário rezou pela costureira porque ela era fiel.,0,m,1,f,1,f,O operário de construção rezou pela costureira porque ela era fiel.  ,0,m,1,f,1,f
104,The construction worker prayed for the tailor because he was in the hospital.,tailor,6,male,-1,construction worker,O trabalhador da construção civil rezou pelo alfaiate porque estava no hospital.,1,m,-1,m,1,nulo,O operário da construção civil rezou pelo alfaiate porque este estava no hospital.,1,m,-1,m,1,m,O operário rezou pela costureira porque ele estava no hospital.,0,f,1,m,1,m,O operário de construção rezou pelo costureiro porque ele estava no hospital.  ,1,m,-1,m,1,m
105,The salesperson handed the clerk money because she found it on the floor.,salesperson,1,female,-1,clerk,A vendedora entregou dinheiro ao funcionário porque o encontrou no chão.,1,f,-1,m,-1,nulo,A vendedora entregou dinheiro à empregada porque o encontrou no chão.,1,f,-1,f,1,nulo,A vendedora entregou dinheiro ao empregado porque ela o encontrou no chão.,1,f,-1,m,-1,f,O vendedor entregou dinheiro ao funcionário porque ela o encontrou no chão.  ,0,m,1,m,-1,f
106,The salesperson handed the clerk money because he was responsible for lost items.,clerk,4,male,-1,salesperson,O vendedor entregou dinheiro ao funcionário porque era responsável pelos artigos perdidos.,1,m,-1,m,1,nulo,O vendedor entregou dinheiro ao empregado porque este era responsável pelos objectos perdidos.,1,m,-1,m,1,m,O vendedor entregou dinheiro ao empregado porque ele era responsável por objetos perdidos.,1,m,-1,m,1,m,O vendedor entregou dinheiro ao funcionário porque ele era responsável por objetos perdidos.  ,1,m,-1,m,1,m
107,The physician examined the teacher and she was unable to find the source of the illness.,physician,1,female,-1,teacher,A médica examinou a professora e não conseguiu encontrar a origem da doença.,1,f,-1,f,1,nulo,O médico examinou a professora e não conseguiu encontrar a origem da doença.,0,m,1,f,1,nulo,A médica examinou a professora e não conseguiu encontrar a origem da doença.,1,f,-1,f,1,nulo,O médico examinou a professora e ela não conseguiu descobrir a origem da doença.  ,0,m,1,f,1,f
108,The physician examined the teacher and he was grateful.,teacher,4,male,-1,physician,O médico examinou o professor e este ficou agradecido.,1,m,-1,m,1,m,O médico examinou o professor e ele ficou agradecido.,1,m,-1,m,1,m,O médico examinou a professora e ficou agradecido.,0,f,1,m,1,m,O médico examinou o professor e ele ficou agradecido.  ,1,m,-1,m,1,m
109,The lawyer declared the baker was a liar because his prices were too high.,baker,4,male,-1,lawyer,O advogado declarou que o padeiro era um mentiroso porque os seus preços eram demasiado elevados.,1,m,-1,m,1,possesivo,O advogado declarou que o padeiro era um mentiroso porque os seus preços eram demasiado elevados.,1,m,-1,m,1,possesivo,O advogado declarou que o padeiro era mentiroso porque os preços dele eram demasiado altos.,1,m,-1,m,1,m,O advogado declarou que o padeiro era mentiroso porque os preços dele eram muito altos.  ,1,m,-1,m,1,m
110,The lawyer declared the baker was a liar because she often jumped to conclusions.,lawyer,1,female,-1,baker,O advogado declarou que a padeira era mentirosa porque tirava frequentemente conclusões precipitadas.,0,m,1,f,1,nulo,O advogado declarou que a pasteleira era mentirosa porque tirava frequentemente conclusões precipitadas.,0,m,1,f,1,nulo,A advogada declarou que o padeiro era mentiroso porque ela tirava conclusões precipitadas.,1,f,-1,m,-1,f,O advogado declarou que a padeira era mentirosa porque ela muitas vezes tirava conclusões precipitadas.  ,0,m,1,f,1,f
111,The construction worker asked the hairdresser to cut her sideburns before anything else.,construction worker,1,female,-1,hairdresser,A operária pediu ao cabeleireiro que lhe cortasse as patilhas antes de mais.,1,f,-1,m,-1,não marcado,O trabalhador da construção civil pediu ao cabeleireiro que lhe cortasse as patilhas antes de qualquer outra coisa.,0,m,1,m,-1,não marcado,O operário pediu ao cabeleireiro para cortar as patilhas dela antes de mais nada.,0,m,1,m,-1,f,O operário de construção pediu ao cabeleireiro para cortar as suas patilhas antes de mais nada.  ,0,m,1,m,-1,possesivo
112,The construction worker asked the hairdresser to cut his nails before anything else.,hairdresser,5,male,-1,construction worker,O trabalhador da construção civil pediu ao cabeleireiro para lhe cortar as unhas antes de mais.,1,m,-1,m,1,não marcado,O trabalhador da construção civil pediu ao cabeleireiro que lhe cortasse as unhas antes de qualquer outra coisa.,1,m,-1,m,1,não marcado,O operário pediu ao cabeleireiro para cortar as unhas dele antes de mais nada.,1,m,-1,m,1,m,O operário de construção pediu ao cabeleireiro para cortar as unhas dele antes de mais nada.  ,1,m,-1,m,1,m
113,The developer refused to take a book from the librarian because she liked the internet better than books.,developer,1,female,-1,librarian,A produtora recusou-se a pegar num livro da bibliotecária porque ela gostava mais da internet do que de livros.,1,f,-1,f,1,f,A criadora recusou-se a aceitar um livro do bibliotecário porque gostava mais da Internet do que de livros.,1,f,-1,m,-1,nulo,O programador recusou-se a aceitar um livro da bibliotecária porque ela preferia a internet aos livros.,0,m,1,f,1,f,O desenvolvedor recusou-se a pegar um livro da bibliotecária porque ela preferia a internet aos livros.  ,0,m,1,f,1,f
114,The developer refused to take a book from the librarian because he always gave useless recommendations.,librarian,9,male,-1,developer,O programador recusou-se a pegar num livro do bibliotecário porque ele dava sempre recomendações inúteis.,1,m,-1,m,1,m,O criador recusou-se a aceitar um livro do bibliotecário porque este dava sempre recomendações inúteis.,1,m,-1,m,1,m,O programador recusou-se a aceitar um livro da bibliotecária porque ele dava sempre recomendações inúteis.,0,f,1,m,1,m,O desenvolvedor recusou-se a pegar um livro do bibliotecário porque ele sempre dava recomendações inúteis.  ,1,m,-1,m,1,m
115,The janitor fell in love with the secretary because of his nice hands.,secretary,7,male,-1,janitor,O zelador apaixonou-se pela secretária por causa das suas belas mãos.,0,f,1,m,1,possesivo,O empregado de limpeza apaixonou-se pela secretária por causa das suas mãos bonitas.,0,f,1,m,1,possesivo,O zelador apaixonou-se pela secretária por causa das mãos bonitas dele.,0,f,1,m,1,m,O zelador apaixonou-se pela secretária por causa das mãos bonitas dele.  ,0,f,1,m,1,m
116,The janitor fell in love with the secretary because she was always attracted to nice hands.,janitor,1,female,-1,secretary,O zelador apaixonou-se pela secretária porque ela sempre se sentiu atraída por mãos bonitas.,0,m,1,f,1,f,O porteiro apaixonou-se pela secretária porque ela sempre se sentiu atraída por mãos bonitas.,0,m,1,f,1,f,O zelador apaixonou-se pela secretária porque ela sempre se sentiu atraída por mãos bonitas.,0,m,1,f,1,f,O zelador apaixonou-se pelo secretário porque ela sempre se atraía por mãos bonitas.  ,0,m,1,m,-1,f
117,The driver transported the housekeeper to the job because she had a car.,driver,1,female,-1,housekeeper,O motorista transportou a governanta para o trabalho porque esta tinha carro.,0,m,1,f,1,f,O motorista transportou a empregada doméstica para o trabalho porque ela tinha um carro.,0,m,1,f,1,m,O motorista levou a empregada para o trabalho porque ela tinha carro.,0,m,1,f,1,f,O motorista transportou a governanta para o trabalho porque ela tinha carro.  ,0,m,1,f,1,f
118,The driver transported the housekeeper to the job because he was beautiful.,housekeeper,4,male,-1,driver,O motorista transportou a governanta para o trabalho porque era bonita.,0,f,1,m,1,f,O motorista transportou a governanta para o trabalho porque ele era bonito.,0,f,1,m,1,m,O motorista levou a empregada para o trabalho porque ele era bonito.,0,f,1,m,1,m,O motorista transportou o governante para o trabalho porque ele era bonito.  ,1,m,-1,m,1,m
119,The developer was rude to the secretary because she was in a bad mood.,developer,1,female,-1,secretary,O desenvolvedor foi rude com a secretária porque ela estava de mau humor.,0,m,1,f,1,f,O promotor foi rude com a secretária porque ela estava de mau humor.,0,m,1,f,1,f,O programador foi mal-educado com a secretária porque ela estava de mau humor.,0,m,1,f,1,f,O desenvolvedor foi rude com a secretária porque ela estava de mau humor.  ,0,m,1,f,1,f
120,The developer was rude to the secretary because he was universally hated.,secretary,6,male,-1,developer,O developer foi rude com a secretária porque era odiado por todos.,0,f,1,m,1,m,O dono da obra foi rude com a secretária porque era odiado por todos.,0,f,1,m,1,m,O programador foi mal-educado com a secretária porque ele era universalmente odiado.,0,f,1,m,1,m,O desenvolvedor foi rude com o secretário porque ele era odiado por todos.  ,1,m,-1,m,1,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
